url,Subject of Dispute:,Economic Sector:,Instrument(s) Invoked:,Applicable Rules:,(a) Original Proceeding::Claimant(s)/Nationality(ies):,(a) Original Proceeding::Applicant(s)/Requesting Party(ies):,(a) Original Proceeding::Respondent(s):,(a) Original Proceeding::Date Registered:,(a) Original Proceeding::Date of Constitution of Tribunal:,(a) Original Proceeding:Composition of Tribunal:President:,(a) Original Proceeding:Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:President:,(a) Original Proceeding:Initial Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:Reconstituted:,(a) Original Proceeding:Party Representatives:Claimant(s):,(a) Original Proceeding:Party Representatives:Respondent(s):,(a) Original Proceeding:Party Representatives:Language(s) of Proceeding:,(a) Original Proceeding:Party Representatives:Status of Proceeding:,(a) Original Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:(b) Revision Proceeding::(b) Revision Proceeding	Claimant(s)/Nationality(ies):,(b) Revision Proceeding::Date Registered:,(b) Revision Proceeding::Date of Constitution of Tribunal:,(b) Revision Proceeding:Composition of Tribunal:President:,(b) Revision Proceeding:Composition of Tribunal:Arbitrators:,(b) Revision Proceeding:Party Representatives:,(b) Revision Proceeding:Party Representatives:Claimant(s):,(b) Revision Proceeding:Party Representatives:Respondent(s):,(b) Revision Proceeding:Party Representatives:Language(s) of Proceeding:,(b) Revision Proceeding:Party Representatives:Status of Proceeding:,(b) Revision Proceeding:Party Representatives :Outcome of Proceeding:,(c) Annulment Proceeding::Applicant(s)/Requesting Party(ies):,(c) Annulment Proceeding::Date Registered:,(c) Annulment Proceeding::Date of Constitution of ad hoc Committee:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):President:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):Arbitrators:,(c) Annulment Proceeding:Party Representatives:Claimant(s):,(c) Annulment Proceeding:Party Representatives:Respondent(s):,(c) Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(c) Annulment Proceeding:Party Representatives:Status of Proceeding:,(c) Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(d) Supplementary Decision Proceeding::Claimant(s)/Nationality(ies):,(d) Supplementary Decision Proceeding::Date Registered:,(d) Supplementary Decision Proceeding:Party Representatives:Claimant(s):,(d) Supplementary Decision Proceeding:Party Representatives:Respondent(s):,(d) Supplementary Decision Proceeding:Party Representatives:Language(s) of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives:Status of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives :Outcome of Proceeding:,(e) Resubmission Proceeding::Claimant(s)/Nationality(ies):,(e) Resubmission Proceeding::Date Registered:,(e) Resubmission Proceeding::Date of Constitution of Tribunal:,(e) Resubmission Proceeding:Composition of Tribunal:President:,(e) Resubmission Proceeding:Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:President:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Reconstituted:,(e) Resubmission Proceeding:Party Representatives:Claimant(s):,(e) Resubmission Proceeding:Party Representatives:Respondent(s):,(e) Resubmission Proceeding:Party Representatives:Language(s) of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Status of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Outcome of Proceeding:,(f) Interpretation Proceeding::Claimant(s)/Nationality(ies):,(f) Interpretation Proceeding::Date Registered:,(f) Interpretation Proceeding:Party Representatives:Claimant(s):,(f) Interpretation Proceeding:Party Representatives:Respondent(s):,(f) Interpretation Proceeding:Party Representatives:Status of Proceeding:,(f) Interpretation Proceeding:Party Representatives:Outcome of Proceeding:,(g) Rectification Proceeding::Claimant(s)/Nationality(ies):,(g) Rectification Proceeding::Date Registered:,(g) Rectification Proceeding:Party Representatives:Claimant(s):,(g) Rectification Proceeding:Party Representatives:Respondent(s):,(g) Rectification Proceeding:Party Representatives:Status of Proceeding:,(g) Rectification Proceeding:Party Representatives:Outcome of Proceeding:,(h) Second Annulment Proceeding::Claimant(s)/Nationality(ies):,(h) Second Annulment Proceeding::Date Registered:,(h) Second Annulment Proceeding::Date of Constitution of Tribunal:,(h) Second Annulment Proceeding:Composition of Tribunal:President:,(h) Second Annulment Proceeding:Composition of Tribunal:Arbitrators:,(h) Second Annulment Proceeding:Party Representatives:Claimant(s):,(h) Second Annulment Proceeding:Party Representatives:Respondent(s):,(h) Second Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Status of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/95/2, Cable television franchise, Information & Communication, Contract, ICSID Convention - Arbitration Rules," Cable Television of Nevis, Ltd. and Cable Television of Nevis Holdings, Ltd. (St. Kitts and Nevis)",, Federation of St. Kitts and Nevis  (St. Kitts and Nevis)," November 14, 1995"," February 16, 1996", Woodbine Augustus DAVIS  (Barbadian)  - Appointed by the Parties, Arthur A. MAYNARD  (Barbadian)  - Appointed by the Claimant(s),,,," A Bruce Bowden, Counsel, Pittsburgh, PA, U.S.A."," Mark AG. Brantley, Attorney-at law, St. Kitts and Nevis","Terrence V. Byron, Barrister-at-Law and Solicitor, St. Kitts and Nevis", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/96/1, Valuation of land holding, Tourism, Contract, ICSID Convention - Arbitration Rules, Compañia del Desarrollo de Santa Elena S.A.  (Costa Rican),, Republic of Costa Rica  (Costa Rican)," March 22, 1996"," May 28, 1997",  (Canadian)  - Appointed by the Parties, Elihu LAUTERPACHT  (British)  - Appointed by the Claimant(s),,,," Arnold & Porter, Washington, D.C., U.S.A."," White & Case, Washington, D.C., U.S.A.", English, Concluded," Award rendered on February 17, 2000. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/95/3, Mining enterprise," Oil, Gas & Mining", BIT Belgium-Luxembourg - Burundi 1989, ICSID Convention - Arbitration Rules," Alain Goetz  (Belgian), Antoine Goetz  (Belgian), Sandra Weyler (Belgian), Sven Goetz (Belgian), Sylvain Goetz (Belgian), Theresia Pooters  (Belgian)",, Republic of Burundi  (Burundi)," December 18, 1995"," June 26, 1996", Prosper WEIL  (French)  - Appointed by the Chairman of the Administrative Council, Mohammed BEDJAOUI  (Algerian)  - Appointed by the Respondent(s),,,," Dominique Herbosch, Anvers, Belgium"," Ministre de la justice, Bujumbura, Burundi", French, Concluded," Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on February 10, 1999, pursuant to ICSID Arbitration Rule 43(2)).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/96/2, Mining concession agreement," Oil, Gas & Mining", Contract, ICSID Convention - Arbitration Rules, Misima Mines Pty. Ltd.  (Australian),, Independent State of Papua New Guinea  (Papua New Guinea)," April 29, 1996"," December 24, 1996",  (Australian)  - Appointed by the Parties,,,,," Blake Dawson Waldron, Sydney, Australia"," Young & Williams, Port Moresby, Papua New Guinea", English, Concluded," The Tribunal issues an order taking note of the discontinuance of the proceeding on May 14, 2001 pursuant to Arbitration Rule 44.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/96/3, Debt instruments, Finance," BIT Netherlands - Venezuela,  Republica Bolivariana de 1991", ICSID Convention - Arbitration Rules, Fedax N.V. (Dutch),, Bolivarian Republic of Venezuela  (Venezuelan)," June 26, 1996"," November 27, 1996", Francisco ORREGO VICUÑA  (Chilean)  - Appointed by the Chairman of the Administrative Council, Meir HETH  (Israeli)  - Appointed by the Claimant(s),,,," Alberto Baumeister Toledo, Caracas, Venezuela"," Procuraduría General de la República, Caracas, Venezuela"," English,Spanish", Concluded," Award rendered on March 9, 1998.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/97/1, Waste disposal enterprise," Water, Sanitation & Flood Protection", NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules, Metalclad Corporation  (U.S.),, United Mexican States  (Mexican)," January 13, 1997"," May 19, 1997", Elihu LAUTERPACHT  (British)  - Appointed by the Parties, Benjamin R. CIVILETTI  (U.S.)  - Appointed by the Claimant(s),,,," Law Offices of Clyde C. Pearce, Salinas, CA, U.S.A."," Consultor Jurídico, Subsecretaría de Negociaciones Comerciales Internacionales, Dirección General de Consultoría Jurídica de Negociaciones, Secretaría de Comercio y Fomento Industrial, Mexico City, Mexico  "," English,Spanish", Concluded," Award rendered on August 30, 2000. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/97/2, Waste disposal enterprise," Water, Sanitation & Flood Protection", NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules," Robert Azinian (U.S.), Kenneth Davitian (U.S.), Ellen Baca (U.S.)",, United Mexican States  (Mexican)," March 24, 1997"," July 9, 1997",  (French)  - Appointed by the Parties, Benjamin R. CIVILETTI  (U.S.)  - Appointed by the Claimant(s),,,," Law Offices of David J. St. Louis, Fresno, CA, U.S.A."," Subsecretaría de Negociaciones Comerciales Internacionales, Dirección General de Consultoría Jurídica de Negociaciones, Secretaría de Comercio y Fomento Industrial, Mexico City, Mexico "," English,Spanish", Concluded," Award rendered on November 1, 1999.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/97/1, Gold mining operation," Oil, Gas & Mining", Contract, ICSID Convention - Arbitration Rules, Société d'Investigation de Recherche et d'Exploitation Minière (French),, Burkina Faso  (Burkinabe)," January 27, 1997"," May 30, 1997", Arghyrios A. FATOUROS  (Greek)  - Appointed by the Chairman of the Administrative Council,  (Togolese)  - Appointed by the Claimant(s), Aron  BROCHES  (Dutch) ,  (Togolese) ,  (Swiss) ," Bredin, Prat et Associés, Paris, France "," Jeantet et Associés, Paris, France ", French, Concluded," Award rendered on January 19, 2000. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/97/2, Petroleum exploration and exploitation agreement," Oil, Gas & Mining", Other, ICSID Convention - Arbitration Rules," Société Kufpec (Congo) Limited  (British,Kuwaiti)",, Republic of Congo  (Congolese)," January 29, 1997",,,,,,," Gavin Daniel, Esq., Safat, Kuwait","Moquet Bordes Dieux Geens & Associés, Paris, France"," S.E. M le Ministre des Hydrocarbures et des Mines, Brazzaville, République du Congo", French, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/97/4, Debt instruments, Finance, BIT Czech Republic - Slovak Republic 1992, ICSID Convention - Arbitration Rules,,, Slovak Republic  (Slovak)," April 25, 1997"," August 20, 1997",  (Belgian)  - Appointed by the Parties,  (Italian)  - Appointed by the Respondent(s),  (U.S.) ,  (Italian) ,  (Swiss) ," White & Case, Washington, D.C., U.S.A."," Cernejova & Hrbek, Bratislava, Slovak Republic","Shearman & Sterling, New York, NY, U.S.A. and Paris, France", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/97/5, Electricity enterprise, Electric Power & Other Energy, Contract, ICSID Convention - Arbitration Rules," WRB Enterprises and Grenada Private Power Limited  (U.S.,Grenadian)",, Grenada (Grenadian)," July 30, 1997"," April 16, 1998",  (British)  - Appointed by the Chairman of the Administrative Council, Pierre LALIVE  (Swiss)  - Appointed by the Claimant(s),,,," Coudert Brothers, Washington, D.C., U.S.A.","Mr. Robert Blanchard, Jr., WRB Enterprises and Grenada Private Power Limited, Tampa, FL, U.S.A."," Charles Russell Solicitors, London, U.K.", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/97/6, Port terminal concession agreement, Transportation, BIT United States of America - Argentina 1991, ICSID Convention - Arbitration Rules," Lanco International, Inc. (U.S.)",, Argentine Republic  (Argentine)," October 14, 1997"," March 19, 1998",  (Spanish)  - Appointed by the Secretary-General,  (Mexican)  - Appointed by the Claimant(s),,,," Powell, Goldstein, Frazer & Murphy, Washington, D.C., U.S.A."," Secretariat of International Economic Relations of the Ministry of Foreign Affairs, International Trade and Worship, Buenos Aires, Argentina"," English,Spanish", Concluded," Proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal on October 17, 2000 pursuant to Arbitration Rule 44). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/97/3, Water and sewer services concession agreement," Water, Sanitation & Flood Protection", BIT France - Argentina 1991, ICSID Convention - Arbitration Rules," Compañía de Aguas del Aconquija S.A.  (Argentine), Vivendi Universal S.A. (French)",, Argentine Republic  (Argentine)," February 19, 1997"," December 1, 1997",  (Brazilian)  - Appointed by the Chairman of the Administrative Council,  (U.S.)  - Appointed by the Chairman of the Administrative Council,,,," Abeledo Gottheil Abogados, Buenos Aires, Argentina","Powell, Goldstein, Frazer & Murphy, Washington, D.C., U.S.A."," Arnold & Porter, Washington, D.C., U.S.A.","Estudio Pérez Alati, Grondona, Benites, Arnsten & Martí­nez de Hoz (h), Buenos Aires, Argentina","Secretary of Public Works, Ministry of Economy and of Public Works and Services, Buenos Aires, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/97/7, Chemical products enterprise, Other Industry, BIT Spain - Argentina 1991, ICSID Convention - Arbitration Rules, Emilio Agustín Maffezini  (Argentine),, Kingdom of Spain  (Spanish)," October 30, 1997"," June 24, 1998", Francisco ORREGO VICUÑA  (Chilean)  - Appointed by the Chairman of the Administrative Council,  (U.S.)  - Appointed by the Claimant(s),,,," Estudio Vinuesa y Asociados, Buenos Aires, Argentina"," Abogado del Estado, Subdirección General de los Servicios Contenciosos del Ministerio de Justicia, Madrid, Spain", Spanish, Concluded," Award rendered on November 13, 2000. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/97/8, Textile industry enterprise, Other Industry, Contract, ICSID Convention - Arbitration Rules, Compagnie Française pour le Développement des Fibres Textiles  (French),, Côte d'Ivoire (Ivorian)," November 4, 1997"," January 20, 1998", Pierre  DRAI  (French)  - Appointed by Co-Arbitrators,  (French)  - Appointed by the Respondent(s),,,," Thieffry & Associés, Paris, France"," Karim Fadika, Abidjan, Côte d’Ivoire","Klein-Goddard & Associés, Paris, France", French, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/98/1, Radio broadcasting enterprise, Information & Communication, BIT Ukraine - United States of America 1994, ICSID Additional Facility - Arbitration Rules, Joseph C. Lemire  (U.S.),, Ukraine  (Ukrainian)," January 16, 1998"," August 13, 1998", Elihu LAUTERPACHT  (British)  - Appointed by the Parties,  (French)  - Appointed by the Claimant(s),,,," Coudert Brothers, Washington, D.C., U.S.A.","Kevin P. Block, Napa, CA, U.S.A."," Deputy Chairman, National Agency of Ukraine for Development and European Integration, Kiev, Ukraine","Grischenko & Partners, Kiev, Ukraine", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/98/2, Waste disposal enterprise," Water, Sanitation & Flood Protection", NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules," Waste Management, Inc. (U.S.)",, United Mexican States  (Mexican)," November 18, 1998"," June 3, 1999",  (Spanish)  - Appointed by the Parties, Keith  HIGHET  (U.S.)  - Appointed by the Claimant(s),  (Spanish) , Keith  HIGHET  (U.S.) ,Julio C. TREVIÑO  (Mexican) ," Baker & Botts, Washington, D.C., U.S.A."," Dirección General de Consultoría Jurídica de Negociaciones, Subsecretaría de Negociaciones Comerciales Internacionales, Secretaría de Comercio y Fomento Industrial (SECOFI), Mexico City, Mexico"," English,Spanish", Concluded," Award rendered on June 2, 2000; attached to the award is a dissenting opinion by one of the arbitrators. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/98/3, Funeral home and insurance enterprises, Services & Trade, NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules," Raymond L. Loewen  (Canadian), The Loewen Group, Inc. (Canadian)",, United States of America  (U.S.)," November 19, 1998"," March 17, 1999", Anthony MASON  (Australian)  - Appointed by the Parties, Abner J. MIKVA  (U.S.)  - Appointed by the Respondent(s), Anthony MASON  (Australian) , Abner J. MIKVA  (U.S.) ,  (Canadian) ," Fasken Martineau DuMoulin, Vancouver, British Columbia, Canada ","Jones, Day, Reavis & Pogue, Washington, D.C., U.S.A.","Montgomery, McCracken, Walker & Rhoads, Philadelphia, PA, U.S.A."," Executive Director, Office of the Legal Advisor, Department of State, Washington, D.C., U.S.A.","U.S. Department of Justice, Civil Division, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/98/1, Electricity distribution and sale concession, Electric Power & Other Energy, BIT United States of America - Argentina 1991, ICSID Convention - Arbitration Rules," Empresa Distribuidora de Electricidad de Santiago Del Estero S.A. (Argentine), Houston Industries Energy, Inc.  (U.S.), Industrias Eléctricas de Houston S.A.  (Argentine)",, Argentine Republic  (Argentine)," February 25, 1998"," August 3, 1998",  (Italian)  - Appointed by the Chairman of the Administrative Council,  (Spanish)  - Appointed by the Respondent(s),,,," Marval, O'Farrel & Mairal, Buenos Aires, Argentina","Skadden, Arps, Slate, Meagher & Flom, New York, NY, U.S.A."," Procurador del Tesoro de la Nación, Procuración del Tesoro de la Nación, Buenos Aires, Argentina"," English,Spanish", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/98/3, Maritime registry, Transportation, Contract, ICSID Convention - Arbitration Rules, International Trust Company of Liberia (Liberian),, Republic of Liberia  (Liberian)," May 28, 1998"," February 11, 1999",  (Dutch)  - Appointed by the Chairman of the Administrative Council,  (British)  - Appointed by the Claimant(s),,,," Ridberg, Press & Sherbill, Bethesda, MD, U.S.A.","Satterlee Stephens Burke & Burke, New York, NY, U.S.A."," Bureau of Maritime Affairs, Monrovia, Liberia","Minister of Finance, Ministry of Finance, Monrovia, Liberia","Swidler Berlin Shereff Friedman, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/98/4, Hotel lease and development agreements, Tourism," BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975", ICSID Convention - Arbitration Rules, Wena Hotels Limited (British),, Arab Republic of Egypt  (Egyptian)," July 31, 1998"," December 18, 1998", Monroe LEIGH  (U.S.)  - Appointed by the Chairman of the Administrative Council,"  (French, Lebanese)  - Appointed by the Claimant(s)", Monroe LEIGH  (U.S.) ,"  (French, Lebanese) ",Hamzeh  HADDAD  (Jordanian) ," Shearman & Sterling, Paris, France"," Egyptian State Lawsuits Authority, Cairo, Egypt","Freshfields Bruckhaus Deringer, Paris, France", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/98/5, Food products enterprise," Agriculture, Fishing & Forestry", BIT Peru - Paraguay 1994, ICSID Convention - Arbitration Rules, Eudoro A. Olguín  (Peruvian),, Republic of Paraguay  (Paraguayan)," August 26, 1998"," February 12, 1999",  (Costa Rican)  - Appointed by the Chairman of the Administrative Council,  (Guatemalan)  - Appointed by the Claimant(s),  (Costa Rican) , Dale FURNISH  (U.S.) ,  (Brazilian) ," García Calderón-Ghersi-Cateriano, Abogados, Lima, Peru"," Produrador General de la República  del Paraguay, Assunción, Paraguay", Spanish, Concluded," Award rendered on July 26, 2001.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/98/6, Gold mining project," Oil, Gas & Mining", BIT France - Peru 1993, ICSID Convention - Arbitration Rules, Compagnie Minière Internationale Or S.A. (French),, Republic of Peru  (Peruvian)," October 28, 1998"," June 7, 2000", Ian   BROWNLIE  (British)  - Appointed by the Chairman of the Administrative Council,  (Canadian)  - Appointed by the Claimant(s),,,," Freshfields Bruckhaus Deringer, Paris, France"," Baker and Hostetler, Washington, D.C., U.S.A.","Ministerio de Relaciones Exteriores, Lima, Peru", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/98/7, Gold mining concessions," Oil, Gas & Mining", Contract, ICSID Convention - Arbitration Rules," Société Aurifère du Kivu et du Maniema S.A.R.L. (Congolese (D.R.)), Banro American Resources, Inc.  (U.S.)",, Democratic Republic of the Congo  (Congolese (D.R.))," October 28, 1998"," March 15, 1999", Prosper WEIL  (French)  - Appointed by the Chairman of the Administrative Council, Alioune DIAGNE  (Senegalese)  - Appointed by the Respondent(s),,,," Akin, Gump, Strauss, Hauer & Feld, Washington, D.C., U.S.A."," Minister-Counselor, Chargé d’Affaires, Embassy of the Democratic Republic of Congo, Washington, D.C., U.S.A.","Ministre de la Justice et Garde des Sceaux, Ministry of Justice, Kinshasa-Gombe, Democratic Republic of Congo"," English,French", Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/99/1, Foreign trade enterprise, Services & Trade, NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules, Marvin Roy Feldman Karpa  (U.S.),, United Mexican States (Mexican)," May 27, 1999"," January 18, 2000", Konstantinos D. KERAMEUS  (Greek)  - Appointed by the Secretary-General, Jorge COVARRUBIAS BRAVO  (Mexican)  - Appointed by the Respondent(s),,,," Feldman Law Offices P.C., Washington, D.C., U.S.A.","Law Firm of Miller, Cassidy, Larroca & Lewin, Washington, D.C., U.S.A.","Marvin Roy Feldman Karpa, CEMSA, Mexico City, Mexico"," Subsecretaría de Negociaciones Comerciales Internacionales, DirecciÃ³n General de ConsultorÃ­a JurÃ­dica de Negociaciones, Ministry of Economy, Mexico City, Mexico"," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/99/2, Commercial real estate development, Construction, NAFTA (North American Free Trade Agreement), ICSID Additional Facility - Arbitration Rules, Mondev International Ltd. (Canadian),," United States of America  (U.S.,nationality not available)"," September 20, 1999"," January 12, 2000", Ninian  STEPHEN  (Australian)  - Appointed by the Parties,  (Australian)  - Appointed by the Claimant(s),,,," Arthur Watts, Chambers of Ian Milligan, Esq., QC, London, U.K.","Hale and Dorr, Boston, MA, U.S.A.","White & Case, Washington, D.C., U.S.A."," Chief, NAFTA Arbitration Division, Office of International Claims and Investment Disputes, Office of the Legal Adviser (L/CID), Washington, D.C., U.S.A.", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/98/8, Power purchase agreement, Electric Power & Other Energy, Contract, ICSID Convention - Arbitration Rules, Tanzania Electric Supply Company Limited  (Tanzanian),, Independent Power Tanzania Limited  (Tanzanian)," December 7, 1998"," March 24, 1999", Kenneth S. ROKISON  (British)  - Appointed by Co-Arbitrators,  (U.S.)  - Appointed by the Claimant(s),,,,"  Hunton & Williams, Washington, D.C., U.S.A."," Nixon Peabody, New York, NY, U.S.A.", English, Concluded," July 12, 2001 - The Tribunal renders the award.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/99/1, Petroleum exploration and production venture," Oil, Gas & Mining", BIT United States of America - Argentina 1991, ICSID Convention - Arbitration Rules, Mobil Argentina S.A. (Argentine),, Argentine Republic  (Argentine)," April 9, 1999",,,,,,," Baker & McKenzie, Dallas, TX, U.S.A."," Ministry of Foreign Affairs, Buenos Aires, Argentina",, Concluded," Proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Secretary-General on July 21, 1999, pursuant to Arbitration Rule 44). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/99/2, Banking enterprise, Finance, BIT United States of America - Estonia 2003, ICSID Convention - Arbitration Rules," A.S. Baltoil (Estonian), Alex Genin (U.S.), Eastern Credit Limited, Inc. (U.S.)",, Republic of Estonia  (Estonian)," May 12, 1999"," September 21, 1999",  (Canadian)  - Appointed by Co-Arbitrators, Meir HETH  (Israeli)  - Appointed by the Claimant(s),,,," Kurt Arbuckle, P.C., Houston, TX, U.S.A."," Beirne, Maynard & Parsons, Houston, TX, U.S.A.","Howrey & Simon, Washington, D.C., U.S.A.", English, Concluded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
