url,Subject of Dispute:,Economic Sector:,Instrument(s) Invoked:,Applicable Rules:,(a) Original Proceeding::Claimant(s)/Nationality(ies):,(a) Original Proceeding::Applicant(s)/Requesting Party(ies):,(a) Original Proceeding::Respondent(s):,(a) Original Proceeding::Date Registered:,(a) Original Proceeding::Date of Constitution of Tribunal:,(a) Original Proceeding:Composition of Tribunal:President:,(a) Original Proceeding:Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:President:,(a) Original Proceeding:Initial Composition of Tribunal:Arbitrators:,(a) Original Proceeding:Initial Composition of Tribunal:Reconstituted:,(a) Original Proceeding:Party Representatives:Claimant(s):,(a) Original Proceeding:Party Representatives:Respondent(s):,(a) Original Proceeding:Party Representatives:Language(s) of Proceeding:,(a) Original Proceeding:Party Representatives:Status of Proceeding:,(a) Original Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:(b) Revision Proceeding::(b) Revision Proceeding	Claimant(s)/Nationality(ies):,(b) Revision Proceeding::Date Registered:,(b) Revision Proceeding::Date of Constitution of Tribunal:,(b) Revision Proceeding:Composition of Tribunal:President:,(b) Revision Proceeding:Composition of Tribunal:Arbitrators:,(b) Revision Proceeding:Party Representatives:,(b) Revision Proceeding:Party Representatives:Claimant(s):,(b) Revision Proceeding:Party Representatives:Respondent(s):,(b) Revision Proceeding:Party Representatives:Language(s) of Proceeding:,(b) Revision Proceeding:Party Representatives:Status of Proceeding:,(b) Revision Proceeding:Party Representatives :Outcome of Proceeding:,(c) Annulment Proceeding::Applicant(s)/Requesting Party(ies):,(c) Annulment Proceeding::Date Registered:,(c) Annulment Proceeding::Date of Constitution of ad hoc Committee:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):President:,(c) Annulment Proceeding:Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council):Arbitrators:,(c) Annulment Proceeding:Party Representatives:Claimant(s):,(c) Annulment Proceeding:Party Representatives:Respondent(s):,(c) Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(c) Annulment Proceeding:Party Representatives:Status of Proceeding:,(c) Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(d) Supplementary Decision Proceeding::Claimant(s)/Nationality(ies):,(d) Supplementary Decision Proceeding::Date Registered:,(d) Supplementary Decision Proceeding:Party Representatives:Claimant(s):,(d) Supplementary Decision Proceeding:Party Representatives:Respondent(s):,(d) Supplementary Decision Proceeding:Party Representatives:Language(s) of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives:Status of Proceeding:,(d) Supplementary Decision Proceeding:Party Representatives :Outcome of Proceeding:,(e) Resubmission Proceeding::Claimant(s)/Nationality(ies):,(e) Resubmission Proceeding::Date Registered:,(e) Resubmission Proceeding::Date of Constitution of Tribunal:,(e) Resubmission Proceeding:Composition of Tribunal:President:,(e) Resubmission Proceeding:Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:President:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Arbitrators:,(e) Resubmission Proceeding:Initial Composition of Tribunal:Reconstituted:,(e) Resubmission Proceeding:Party Representatives:Claimant(s):,(e) Resubmission Proceeding:Party Representatives:Respondent(s):,(e) Resubmission Proceeding:Party Representatives:Language(s) of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Status of Proceeding:,(e) Resubmission Proceeding:Party Representatives:Outcome of Proceeding:,(f) Interpretation Proceeding::Claimant(s)/Nationality(ies):,(f) Interpretation Proceeding::Date Registered:,(f) Interpretation Proceeding:Party Representatives:Claimant(s):,(f) Interpretation Proceeding:Party Representatives:Respondent(s):,(f) Interpretation Proceeding:Party Representatives:Status of Proceeding:,(f) Interpretation Proceeding:Party Representatives:Outcome of Proceeding:,(g) Rectification Proceeding::Claimant(s)/Nationality(ies):,(g) Rectification Proceeding::Date Registered:,(g) Rectification Proceeding:Party Representatives:Claimant(s):,(g) Rectification Proceeding:Party Representatives:Respondent(s):,(g) Rectification Proceeding:Party Representatives:Status of Proceeding:,(g) Rectification Proceeding:Party Representatives:Outcome of Proceeding:,(h) Second Annulment Proceeding::Claimant(s)/Nationality(ies):,(h) Second Annulment Proceeding::Date Registered:,(h) Second Annulment Proceeding::Date of Constitution of Tribunal:,(h) Second Annulment Proceeding:Composition of Tribunal:President:,(h) Second Annulment Proceeding:Composition of Tribunal:Arbitrators:,(h) Second Annulment Proceeding:Party Representatives:Claimant(s):,(h) Second Annulment Proceeding:Party Representatives:Respondent(s):,(h) Second Annulment Proceeding:Party Representatives:Language(s) of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Status of Proceeding:,(h) Second Annulment Proceeding:Party Representatives:Outcome of Proceeding:,(a) Original Proceeding:Party Representatives:Latest Development:
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/40, Banking and financial services, Finance, FTA Central America - Panama 2002, ICSID Convention - Arbitration Rules,"  Inversiones Continental (Panamá), S.A. (Panamanian)",, Republic of Honduras (Honduran)," October 30, 2018"," January 14, 2021","  (Argentine, Spanish)  - Appointed by the Secretary-General",  (Spanish)  - Appointed by the Claimant(s),,,," B. Cremades & Asociados, Madrid, Spain","Greenberg Traurig, Washington, D.C., U.S.A."," Procuraduría General de la República, Tegucigalpa, Honduras","Dorsey & Whitney, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," English,Spanish"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/3, Waste management services, Other Industry, CARICOM - Dominican Republic Free Trade Agreement - 2002, UNCITRAL, Michael Anthony Lee-Chin (Jamaican),, Dominican Republic (Dominican)," April 6, 2018"," August 7, 2018","  (Argentine, Spanish)  - Appointed by Co-Arbitrators", Christian LEATHLEY  (British)  - Appointed by the Claimant(s),,,," Hogan Lovells US, Miami, FL, U.S.A."," Ministerio de Industria, Comercio y Pymes, Santo Domingo, República Dominicana","Ministerio de Medio Ambiente y Recursos Naturales, Santo Domingo, República Dominicana","Curtis Mallet-Prevost, Colt & Mosle, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," English,Spanish"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/41, Banking enterprise, Finance, BIT Belarus - Cyprus 1998, ICSID Convention - Arbitration Rules, Alexander Nelin (Belarussian),, Republic of Cyprus  (Cypriot)," November 2, 2018"," March 18, 2019", Jeremy K. SHARPE  (U.S.)  - Appointed by the Parties,"  (British, U.S.)  - Appointed by the Claimant(s)", V.V. VEEDER  (British)  - Appointed by the Parties,"  (British, U.S.)  - Appointed by the Claimant(s)",  (Italian)  - Appointed by the Respondent(s)," British Arbitration Consultants, London, U.K.","Christopher Harris and Mark Wassouf, 3 Verulam Buildings, London, U.K."," Attorney General, Nicosia, Republic of Cyprus","Curtis, Mallet-Prevost, Colt and Mosle, New York, NY, U.S.A., Paris, France and London, U.K.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, English
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/18/6, Telecommunication concession, Information & Communication," BIT Venezuela,  Republica Bolivariana de - Peru 1996", ICSID Additional Facility - Arbitration Rules, Dick Fernando Abanto Ishivata (Peruvian),, Bolivarian Republic of Venezuela (Venezuelan)," November 6, 2018"," October 8, 2019",  (Spanish)  - Appointed by the Chairman of the Administrative Council,  (Argentine)  - Appointed by the Claimant(s),,,," Freshfields Bruckhaus Deringer US, Washington, D.C., U.S.A.","Dechamps International Law, London, U.K.","D’Empaire Reyna Abogados, Caracas, Venezuela"," Procuraduría General de la República, Caracas, Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guglielmino & Asociados, Buenos Aires, Argentina"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/42, Renewable energy generation enterprise, Electric Power & Other Energy, ECT (Energy Charter Treaty), ICSID Convention - Arbitration Rules," EBL (Genossenschaft Elektra Baselland) (Swiss), Tubo Sol PE2 S.L. (Spanish)",, Kingdom of Spain (Spanish)," November 8, 2018"," January 28, 2019",  (U.S.)  - Appointed by the Parties,  (Swedish)  - Appointed by the Claimant(s),,,," Allen & Overy, Madrid, Spain"," Abogacía General del Estado, The Ministry of Justice of the Government of Spain, Madrid, Spain"," English,Spanish", Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," November 6, 2020 - The Tribunal issues Procedural Order No. 6 concerning the organization of the hearing."
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/43, Gold and silver mining," Oil, Gas & Mining", CAFTA-DR (Dominican Republic-Central America Free Trade Agreement), ICSID Convention - Arbitration Rules," Daniel W. Kappes (U.S.), Kappes, Cassiday & Associates (U.S.)",, Republic of Guatemala (Guatemalan)," December 11, 2018"," July 2, 2019",  (U.S.)  - Appointed by the Parties,  (U.S.)  - Appointed by the Claimant(s),,,," White & Case, London, U.K. and Mexico City, Mexico"," GST, Washington, D.C., U.S.A.",,"Ministry of Economy, Dirección de Administración del Comercio Exterior",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Procuraduría General de la Nación, Guatemala City. Guatemala"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/5, Marine services, Transportation, BIT Singapore - Mexico 2009, UNCITRAL, PACC Offshore Services Holdings Ltd (Singaporean),, United Mexican States (Mexican)," May 4, 2018"," September 24, 2018",  (Spanish)  - Appointed by Co-Arbitrators,  (U.S.)  - Appointed by the Claimant(s),,,," Sidley Austin, New York, NY, U.S.A."," Subsecretaría de Comercio Exterior, Dirección General de Consultoría Jurídica de Comercio Internacional, Secretaría de Economía, Ciudad de México, México","Tereposky & DeRose, Ontario, Canada","Pillsbury Winthrop Shaw Pittman, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," English,Spanish"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/44, Water and sanitation management," Water, Sanitation & Flood Protection", BIT Algeria - France 1993, ICSID Convention - Arbitration Rules," SAUR (French), STEREAU (French)",, People’s Democratic Republic of Algeria (Algerian)," December 12, 2018"," October 28, 2019",  (Italian)  - Appointed by the Chairman of the Administrative Council,  (Bulgarian)  - Appointed by the Claimant(s),,,," Teynier Pic, Paris France", Prime Minister ,Minister of Finance,Minister of Foreign Affairs ,Minister of Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/45, Renewable energy generation enterprise, Electric Power & Other Energy, ECT (Energy Charter Treaty), ICSID Convention - Arbitration Rules, European Solar Farms A/S (Danish),, Kingdom of Spain (Spanish)," December 21, 2018"," August 26, 2019"," David UNTERHALTER  (Maltese, South African)  - Appointed by the Secretary-General",  (U.S.)  - Appointed by the Claimant(s),,,," King & Spalding, Houston, TX and Washington, D.C., U.S.A., and Paris, France","Gómez-Acebo & Pombo, Madrid, Spain"," Abogacía General del Estado, Ministry of Justice of the Government of Spain, Madrid, Spain"," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/46, Mining concession," Oil, Gas & Mining", BIT Turkey - United States of America 1985, ICSID Convention - Arbitration Rules," Westwater Resources, Inc. (U.S.)",, Republic of Turkey (Turkish)," December 21, 2018"," May 1, 2019",  (Canadian)  - Appointed by Co-Arbitrators,  (Canadian)  - Appointed by the Claimant(s),,,," Hughes Hubbard & Reed, Washington, D.C., U.S.A."," Directorate-General of Law and Legislation, Ankara, Republic of Turkey","King & Spalding International, London, U.K.", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/47, Real estate project , Construction, BIT Israel - Bulgaria 1993, ICSID Convention - Arbitration Rules," Moti Ramot (Israeli), Rami Levy (Israeli)",, Republic of Bulgaria (Bulgarian)," December 27, 2018"," August 13, 2019",  (Spanish)  - Appointed by the Chairman of the Administrative Council,  (German)  - Appointed by the Claimant(s),,,," International Arbitration Chambers New York, New York, NY, U.S.A."," Ministry of Finance of the Republic of Bulgaria, Sofia, Bulgaria",,"White & Case, Washington, D.C., U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomov & Tomov, Sofia, Bulgaria"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/48, Renewable energy generation project, Electric Power & Other Energy, Contract, ICSID Convention - Arbitration Rules," Hydrika 1 S.A.C. (Peruvian), Hydrika 2 S.A.C. (Peruvian), Hydrika 3 S.A.C. (Peruvian), Hydrika 4 S.A.C. (Peruvian), Hydrika 5 S.A.C. (Peruvian), Hydrika 6 S.A.C. (Peruvian)",, Republic of Peru (Peruvian)," December 28, 2018"," July 8, 2019",  (French)  - Appointed by Co-Arbitrators,  (Spanish)  - Appointed by the Claimant(s),,,," Hughes Hubbard & Reed, Miami, Fl, U.S.A."," Arnold & Porter Kaye Scholer, Washington, D.C., U.S.A and London, U.K.","Ministry of Economy and Finances, Lima, Peru","Ministry of Energy and Mines, Lima, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Spanish
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/2, Metal industry project, Other Industry, BIT Germany - Morocco 2001, ICSID Convention - Arbitration Rules, Scholz Holding GmbH (German),, Kingdom of Morocco (Moroccan)," January 3, 2019"," July 29, 2019",  (French)  - Appointed by the Chairman of the Administrative Council,"  (Chilean, Lebanese)  - Appointed by the Claimant(s)",,,," Withers, London, U.K.","Guglielmo Verdirame, London, U.K. ",," Mayer Brown, Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Afrique Advisors, Casablanca, Morocco"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/1, Limestone extraction and exportation," Oil, Gas & Mining", NAFTA (North American Free Trade Agreement), ICSID Convention - Arbitration Rules," Legacy Vulcan, LLC (U.S.)",, United Mexican States (Mexican)," January 3, 2019"," September 20, 2019",  (Dutch)  - Appointed by the Parties,"  (Argentine, Portuguese)  - Appointed by the Claimant(s)",,,," Covington & Burling, Washington, D.C., U.S.A.","Creel, García-Cuéllar, Aiza y Enríquez, S.C., Mexico City, Mexico"," Subsecretaría de Comercio Exterior, Dirección General de Consultoría Jurídica de Comercio Internacional, Secretaría de Economía, Ciudad de México, México"," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/18/49, Paper manufacturing, Other Industry," BIT Netherlands - Venezuela,  Republica Bolivariana de 1991", ICSID Convention - Arbitration Rules, Smurfit Holdings B.V. (Dutch),, Bolivarian Republic of Venezuela (Venezuelan)," December 28, 2018"," October 21, 2019",  (Mexican)  - Appointed by the Chairman of the Administrative Council,  (U.S.)  - Appointed by the Claimant(s),,,," Freshfields Bruckhaus Deringer US, Washington, D.C., U.S.A.","D’Empaire Reyna Abogados, Caracas, Venezuela"," Procuraduria General de la República, Caracas, Venezuela","Guglielmino & Asociados, Buenos Aires, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," English,Spanish"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/3, Gas extraction & electricity generation project , Electric Power & Other Energy, Contract, ICSID Convention - Arbitration Rules, Energy Utility Corporation Limited (Rwandese),, KivuWatt Limited (Rwandese)," January 17, 2019",,,,,,," Joseph Hage Aaronson, London, U.K."," KivuWatt Limited, Kigali, Rwanda",, Concluded," April 4, 2019 - ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=UNCT/18/4, Oil exploration and production equipment," Oil, Gas & Mining", NAFTA (North American Free Trade Agreement), UNCITRAL," Alicia Grace (U.S.), Frederick Grace (U.S.), Ampex Retirement Master Trust (U.S.), Apple Oaks Partners, LLC (U.S.), Brentwood Associates Private Equity Profit Sharing Plan (U.S.), Cambria Ventures, LLC (U.S.), Carlos Williamson-Nasi (U.S.), Carolyn Grace Baring (U.S.), Diana Grace Beard (U.S.), Floradale Partners, LLC (U.S.)",, United Mexican States (Mexican)," June 19, 2018"," January 25, 2019","  (Argentine, Spanish)  - Appointed by the Secretary-General",  (Chilean)  - Appointed by the Claimant(s),,,," Quinn Emanuel Urquhart & Sullivan, Washington, D.C., U.S.A."," Subsecretaría de Comercio Exterior, Dirección General de Consultoría Jurídica de Comercio Internacional, Secretaría de Economía, Ciudad de México, México","Pillsbury Winthrop Shaw Pittman, Washington, D.C., U.S.A."," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB(AF)/19/1, Textile enterprise, Other Industry, BIT Austria - Tajikistan 2010, ICSID Additional Facility - Arbitration Rules, Alois Schönberger (Austrian),, Republic of Tajikistan (Tajik)," February 15, 2019"," April 13, 2021",  (Bulgarian)  - Appointed by the Chairman of the Administrative Council, Thomas WEBSTER  (Canadian)  - Appointed by the Claimant(s),,,," Landolt & Koch, Geneva, Switzerland"," Government of the Republic of Tajikistan, Dushanbe, Tajikistan",, Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," April 13, 2021 - The Tribunal is constituted in accordance with Article 6(3) of the Arbitration (Additional Facility) Rules. Its members are: Stanimir A. Alexandrov  (Bulgarian), President, appointed by the Chairman of the Administrative Council in accordance with Article 6(4) of the Arbitration (Additional Facility); Thomas Webster (Canadian), appointed by the Claimant; and Salim Moollan, QC (France/Mauritius/United-Kingdom),  appointed by the Chairman of the Administrative Council in accordance with Article 6(4) of the Arbitration (Additional Facility) Rules."
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/5, Energy generation project, Electric Power & Other Energy, BIT Panama - Italy 2009, ICSID Convention - Arbitration Rules, Enel Fortuna S.A. (Panamanian),, Republic of Panama (Panamanian)," March 7, 2019"," April 1, 2020",  (Spanish)  - Appointed by Co-Arbitrators,  (Mexican)  - Appointed by the Claimant(s),,,," Clifford Chance, Washington, D.C., U.S.A."," Arnold & Porter Kaye Scholer, Washington, D.C., U.S.A.","Ministry of Economy and Finances, Panama, Republic of Panama"," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/4, Renewable energy generation enterprise, Electric Power & Other Energy, ECT (Energy Charter Treaty), ICSID Convention - Arbitration Rules," Canepa Green Energy Opportunities I, S.á r.l.  (Luxembourg), Canepa Green Energy Opportunities II, S.á r.l. (Luxembourg)",, Kingdom of Spain (Spanish)," February 25, 2019"," September 11, 2019",  (U.S.)  - Appointed by the Parties,  (British)  - Appointed by the Claimant(s),,,," Allen & Overy, Madrid, Spain"," Abogacía General del Estado, Ministry of Justice of the Government of Spain, Madrid, Spain"," English,Spanish", Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," March 9, 2021 - The Tribunal issues Procedural Order No. 4 concerning production of documents."
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/7, Hydrocarbon concession," Oil, Gas & Mining"," BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975", ICSID Convention - Arbitration Rules, Petroceltic Holdings Limited and Petroceltic Resources Limited (British),, Arab Republic of Egypt (Egyptian)," April 4, 2019"," December 6, 2019",  (Canadian)  - Appointed by the Parties,  (Swiss)  - Appointed by the Claimant(s),,,," Thompson & Knight, Dallas, TX, U.S.A."," Egyptian State Lawsuits Authority, Giza, Arab Republic of Egypt", English, Concluded," September 15, 2020 - The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/8, Banking, Finance, BIT Tanzania - Netherlands 2001, ICSID Convention - Arbitration Rules, Ayoub-Farid Michel Saab (Dutch),, United Republic of Tanzania (Tanzanian)," April 16, 2019"," July 6, 2020",  (Belgian)  - Appointed by Co-Arbitrators,  (French)  - Appointed by the Claimant(s),,,," Quinn Emanuel Urquhart & Sullivan, Paris, France","Madkour Law Firm, Beirut, Lebanon"," Office of the Attorney General, Dar es Salaam, Tanzania", English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/9, Mining concession," Oil, Gas & Mining", BIT Ukraine - North Macedonia 1998, ICSID Convention - Arbitration Rules," Artem Skubenko (Ukrainian,British), Valentyn Drozdenko (Ukrainian), Anatoliy Semynoga (Ukrainian), Igor Pereverzev (Ukrainian), Artem Kadomskyi (Ukrainian), Igor Kompanets (Ukrainian), Sergii Nadiezhdin (Ukrainian), Volodymyr Skubenko (Ukrainian)",, Republic of North Macedonia (Macedonian)," April 25, 2019"," September 12, 2019"," Ali MALEK  (British, Iranian)  - Appointed by the Parties",  (Bulgarian)  - Appointed by the Claimant(s),,,," Omnia Strategy, London, U.K.","Mergul Law, London, U.K.","Lucas Bastin, London, U.K.","Matthieu Grégoire, London, U.K.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," White & Case, New York, NY, U.S.A."
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/6, Real estate project, Construction, TPA United States – Colombia 2012, ICSID Convention - Arbitration Rules," Angel Samuel Seda (U.S.), JTE International Investments, LLC (U.S.), Jonathan Michael Foley (U.S.), The Boston Enterprises Trust (U.S.), Brian Hass (U.S.), Stephen John Bobeck (U.S.), Monte Glenn Adcock (U.S.), Justin Timothy Enbody (U.S.), Justin Tate Caruso (U.S.)",, Republic of Colombia (Colombian)," March 25, 2019"," February 25, 2020",  (German)  - Appointed by the Parties,  (Swiss)  - Appointed by the Claimant(s),,,," Gibson, Dunn & Crutcher, New York, NY, Washington, D.C. and Irvine, CA, U.S.A"," Agencia Nacional de Defensa Jurídica del Estado and Dirección de Inversión Extranjera y Servicios, Ministerio de Comercio, Industria y Turismo, Bogota, Colombia","Gaillard Banifatemi Shelbaya Disputes, Paris, France and London, U.K."," English,Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pending
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/10, Real estate project, Construction, BIT United Arab Emirates - United Kingdom of Great Britain and Northern Ireland 1992, ICSID Convention - Arbitration Rules, Shokat Mohammed Dalal (British),, United Arab Emirates (United Arab Emirates)," April 25, 2019"," September 11, 2019",  (Spanish)  - Appointed by the Parties,  (Bulgarian)  - Appointed by the Claimant(s),,,," Shardul Amarchand Mangaldas, Mumbai, India","Emilie Gonin, London, U.K.",,"David Baker, London, U.K."," President of the United Arab Emirates, Abu Dhabi, United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/11, Pension system, Other Industry, BIT Netherlands - Argentina 1992, ICSID Convention - Arbitration Rules," Nationale-Nederlanden Holdinvest B.V. (Dutch), Nationale-Nederlanden Intertrust B.V. (Dutch), NN Insurance International B.V. (Dutch), Orígenes AFJP S.A. (en liquidación) (Argentine)",, Argentina Republic (Argentine)," April 30, 2019"," January 30, 2020"," David UNTERHALTER  (Maltese, South African)  - Appointed by the Parties"," Luca G. RADICATI DI BROZOLO  (British, Italian)  - Appointed by the Claimant(s)",,,," De Brauw Blackstone Westbroek N.V., Amsterdam, Netherlands"," Procuración del Tesoro de la Nación, Buenos Aires, Argentina",, Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," February 23, 2021 - "
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/12, Termination of privatization agreement," Oil, Gas & Mining"," BIT Bulgaria - Yugoslavia,  Federal Republic of 1996", ICSID Convention - Arbitration Rules, Kornikom EOOD (Bulgarian),, Republic of Serbia (Serbian)," April 30, 2019"," October 29, 2019",  (Belgian)  - Appointed by Co-Arbitrators,"  (British, Canadian)  - Appointed by the Claimant(s)",,,," White & Case, London, U.K."," Williams & Connolly, Washington D.C., U.S.A.",,"Law Office Andelkovic, Belgrade, Serbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"State Attorney of the Republic of Serbia, Belgrade, Serbia"
https://icsid.worldbank.org/cases/case-database/case-detail?CaseNo=ARB/19/13, Agriculture and food products enterprise," Agriculture, Fishing & Forestry", BIT Costa Rica - Spain 1997, ICSID Convention - Arbitration Rules,"  Alejandro Diego Díaz Gaspar (Spanish,Venezuelan)",, Republic of Costa Rica (Costa Rican)," May 1, 2019"," August 28, 2019",  (French)  - Appointed by the Parties, Adolfo JIMÉNEZ  (U.S.)  - Appointed by the Claimant(s),,,," Hogan Lovells US, Miami, FL, U.S.A.","WDA Legal, S.C., Miami, FL, U.S.A."," Ministerio de Comercio Exterior (COMEX), San José, Costa Rica","Squire Patton Boggs (UK) LLP, Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Squire Patton Boggs (US) LLP, Miami, FL, U.S.A"
